outcome,pred_fog,G1,G2,G3,G4,G5
correct-reject,2.5440311e-08,-0.009678765918859286,-0.009681429580142405,-0.009680537159992803,-0.009676549913474967,-0.009676200655669447
correct-reject,1.0238409e-06,-0.009668947657473318,-0.009678719090674984,-0.009690410388926936,-0.009675677597832213,-0.009678733893231463
correct-reject,4.977059e-07,-0.009668218134354159,-0.009682235369255355,-0.009682776941339125,-0.009677560992623737,-0.009682219190566542
correct-reject,4.8624054e-07,-0.009677893904430543,-0.009684147814686744,-0.009680576031807234,-0.009673448673242865,-0.009676956203971533
correct-reject,6.713606e-07,-0.009668189604637905,-0.009711008563119065,-0.009696730940868132,-0.009695305582369083,-0.009621602937144726
correct-reject,5.3006388e-05,-0.009643039270372005,-0.009673894276741408,-0.009674193565737938,-0.00967435367200736,-0.009675027843280205
correct-reject,0.0011051665,-0.009406038231817347,-0.009483021083277072,-0.009446527703606678,-0.009474189845503621,-0.009478564763934197
correct-reject,0.0029333543,-0.00836278924598848,-0.009299821616357302,-0.009283124949942751,-0.009265937219331537,-0.009248481596518846
correct-reject,9.209802e-06,-0.009641564684666185,-0.009672624831761104,-0.009737476228183658,-0.009659785793350282,-0.00967284709017769
correct-reject,4.2828466e-05,-0.009647669431952978,-0.009679095723769866,-0.009674770616559256,-0.009659786765046254,-0.009689386090810563
correct-reject,0.00031002943,-0.009614409887910026,-0.009614020431967374,-0.009628472190660091,-0.009612552147148748,-0.009614024970452677
correct-reject,3.7686295e-05,-0.009670783275902201,-0.009671110951056355,-0.009671346436491318,-0.009668688184953787,-0.009673879779735264
correct-reject,1.9160898e-06,-0.00967756196989199,-0.009677852798491905,-0.009678543441556067,-0.009678271304637992,-0.009679359113560958
correct-reject,5.0237924e-07,-0.009669319779384152,-0.009678672715432152,-0.009678440422347617,-0.009676700375283023,-0.009689873335691969
correct-reject,0.00022890288,-0.009633016344465261,-0.009632852483790692,-0.009640531567663684,-0.00963349435677001,-0.009624710875449262
correct-reject,4.799839e-06,-0.009675972049783797,-0.009690349540160174,-0.00967467524515583,-0.00969170568242012,-0.009656006110618993
correct-reject,1.5457625e-05,-0.009677256198458705,-0.009690158926642552,-0.009677469732787543,-0.009688470196536654,-0.009644653573713455
correct-reject,4.2839124e-06,-0.008890355469641228,-0.009882392308292388,-0.009849800016710807,-0.00988239766296522,-0.009884283170529272
correct-reject,0.00027252044,-0.009616680727126908,-0.009613933991639257,-0.00961676331819218,-0.009659197901410335,-0.009614412689770233
correct-reject,2.315376e-05,-0.00968840423992094,-0.009687187400120706,-0.009638655967611322,-0.009679346502837818,-0.009676714517648122
correct-reject,6.1971135e-05,-0.009684355877857787,-0.009654017795614128,-0.009668605802092639,-0.009658898491477589,-0.009665630661096776
correct-reject,1.3423238e-05,-0.009677153356669363,-0.0096766595754593,-0.009676147966638342,-0.009674380879136395,-0.009675766850235515
correct-reject,5.5268967e-05,-0.009654535104605202,-0.009656367838626964,-0.009720605426692775,-0.00965005221375393,-0.009656648044460045
correct-reject,4.0870837e-06,-0.00969609903828632,-0.009695009858346692,-0.009696529345173214,-0.009645694709955467,-0.009656085676377223
correct-reject,4.9108617e-06,-0.009677682183057696,-0.009677479425464331,-0.009677943528021525,-0.009677582648910773,-0.00967791084268458
correct-reject,9.810699e-08,-0.009674600986170458,-0.009679906663821174,-0.009684011114606149,-0.00967746066124203,-0.009677431102299114
correct-reject,1.16530714e-07,-0.009682463646309236,-0.009673236398981334,-0.009675051756500203,-0.009681467445402691,-0.00968117238094545
correct-reject,6.282465e-07,-0.009678194350774985,-0.009684372235242857,-0.00968464553811774,-0.009649916850721382,-0.009695751653281941
correct-reject,3.9335478e-06,-0.009677867022955594,-0.009677485334163155,-0.009678968850892046,-0.009676150285169209,-0.00967910713495891
correct-reject,1.281419e-06,-0.00967468441806374,-0.0096789112237706,-0.009687397304646201,-0.00967559843669638,-0.009675637244961987
correct-reject,1.1142437e-05,-0.009657835510761024,-0.009662524886687984,-0.009737677844130434,-0.009662810728709509,-0.009661559657849962
correct-reject,3.839966e-06,-0.009681878840358983,-0.009683584737628466,-0.00967558835795941,-0.009677384215514227,-0.009671232476677826
correct-reject,2.0428338e-06,-0.009716061207260382,-0.009721373419815566,-0.009716948328099415,-0.009716574577711337,-0.009520511095252208
correct-reject,3.677841e-08,-0.009676082480862205,-0.009680236331837655,-0.009676673863373996,-0.009680212484332946,-0.009680266667732109
correct-reject,7.0526465e-07,-0.00967863833949754,-0.009678114365076398,-0.009679439242490822,-0.009677878282644227,-0.009678733398429932
correct-reject,5.6123173e-07,-0.00967807159232788,-0.0096781693383261,-0.009679117975352265,-0.009677960821732404,-0.009679627900400264
correct-reject,5.048266e-06,-0.009676921823491206,-0.009677750466563797,-0.009678265600865344,-0.009678313944882198,-0.00967720679233637
correct-reject,9.181914e-06,-0.009675863804438713,-0.009676981018747956,-0.009676768963443026,-0.009677333887561463,-0.00967738095394775
correct-reject,1.08623935e-05,-0.009678546216587031,-0.009673905763796503,-0.009683516220561687,-0.009672650275524821,-0.009673990151668869
correct-reject,1.677487e-06,-0.009683332121705085,-0.009683741846621598,-0.009683400302383408,-0.009680483669165366,-0.009660870688263462
correct-reject,7.4301937e-07,-0.009677227351492016,-0.00967835835013418,-0.009681251264529515,-0.009678086811115882,-0.009677841850867324
correct-reject,2.282793e-06,-0.009675216345047385,-0.009679117481448134,-0.009680326795993965,-0.009678248802416748,-0.009678319203232687
correct-reject,3.0844905e-07,-0.009678564257552907,-0.009678493798937286,-0.00967920696913896,-0.009678557375912944,-0.00967837822659682
correct-reject,5.440674e-06,-0.009679123213629131,-0.009688908686859914,-0.009678281764846326,-0.009678768501805731,-0.00966298646099782
correct-reject,2.4014212e-06,-0.009679690029837517,-0.009681307953362495,-0.00970520295364968,-0.009662673046269886,-0.009662234645019335
correct-reject,3.0926724e-06,0.006688903931104418,0.0066853524863470775,0.006685266783656556,0.006686353477384178,-0.07513629530663116
correct-reject,2.0133897e-05,-0.009527498131702684,-0.009711618246527574,-0.009711216686294462,-0.009711465861069695,-0.0097116097025445
correct-reject,6.7626947e-06,-0.009673365854991093,-0.0096778209423735,-0.009673272902615998,-0.00968520431697963,-0.009677084611178693
correct-reject,8.722573e-06,-0.009332897901986398,-0.00974710753304518,-0.009753156207217242,-0.009745078875055649,-0.009806548110834444
correct-reject,1.8180871e-06,-0.009673663661421698,-0.00967926704962053,-0.009678347499151823,-0.009678251389716007,-0.009682159028228852
correct-reject,0.00057508866,-0.009530805318262043,-0.009681463210257642,-0.009541795994231177,-0.009531989648550343,-0.009532365456837714
correct-reject,3.352152e-05,-0.009684775187950112,-0.009686201246855283,-0.009687354649339995,-0.009624584545095256,-0.009677092998898282
correct-reject,1.04693045e-05,-0.009677675922666018,-0.009676856279827947,-0.009674395635319247,-0.009677710440139448,-0.009676370350186246
correct-reject,1.8007263e-07,-0.009676788335103588,-0.009678786999240302,-0.009680679897899924,-0.009678564310414335,-0.009678509085480775
correct-reject,2.391646e-05,-0.009673436721221637,-0.009673305032368257,-0.009675410661132559,-0.00967348048259253,-0.00967397573082393
correct-reject,8.249282e-08,-0.009680254860021569,-0.009680047129897442,-0.009680403452792152,-0.009680257721178507,-0.009672462964249253
correct-reject,1.429781e-07,-0.00967886778887658,-0.00967731376471744,-0.009681036492349585,-0.009679072699717536,-0.009677074882477777
correct-reject,2.4417691e-08,-0.009678659730595432,-0.009678785813574347,-0.009678440313403116,-0.00967878206834775,-0.009678816302218264
correct-reject,2.6858547e-07,-0.00967832737741963,-0.009679166330894504,-0.009680171747445792,-0.009677771577982457,-0.009677802594396536
correct-reject,2.7091403e-08,-0.009725885071569513,-0.009726044235284325,-0.009726562850498843,-0.00972610285130373,-0.009488886519482506
correct-reject,3.2574793e-08,-0.009577264475316087,-0.00970313684558904,-0.009702964122963358,-0.00970699228402486,-0.00970311830024557
correct-reject,2.4451479e-08,-0.009678871116837802,-0.009678848980421817,-0.009679184318849805,-0.009677946094421207,-0.009678633617608278
correct-reject,1.1234252e-06,-0.00967725725391006,-0.009677839899956853,-0.009679979673525777,-0.009678950612768857,-0.009678361187977371
correct-reject,1.3148339e-07,-0.009678864366172595,-0.009678611398357144,-0.009679800153642277,-0.00967913639144021,-0.009676965318526685
correct-reject,1.9616707e-06,-0.00968530441880677,-0.009680773632597868,-0.009677228578846212,-0.009690004415304014,-0.009658237582584049
correct-reject,1.5494554e-07,-0.009675655153965087,-0.00968064589981597,-0.009675791191420334,-0.009680640836373742,-0.009680620546563778
correct-reject,1.4448148e-05,-0.009671161217662164,-0.009674916266105681,-0.009683457987907323,-0.009674552460656983,-0.009675020695806766
correct-reject,1.8853763e-06,-0.009584152583690254,-0.009703990042441405,-0.009703256531730407,-0.009703854820173781,-0.00969636465010307
correct-reject,7.710537e-06,-0.009676562239881956,-0.009683644469809424,-0.009679213224722124,-0.009675614832717458,-0.00967076386100795
correct-reject,8.768979e-06,-0.009673529459934087,-0.009677244018494058,-0.009677737737416073,-0.009677250821242456,-0.009678976591052234
correct-reject,1.9603016e-05,-0.00966314158828577,-0.00973743700016603,-0.009666928406396675,-0.009652211249779715,-0.00965419038351073
correct-reject,1.4330341e-06,-0.009678150422125139,-0.009697351072420991,-0.00968199736154203,-0.009668756348917557,-0.009665823423133203
correct-reject,2.7817512e-06,-0.009663661664954073,-0.009672995005164617,-0.0096723078506022,-0.009672797568976035,-0.009708966538441987
correct-reject,1.323411e-07,-0.00967050427861821,-0.009681418284924628,-0.009680279535936863,-0.009680579297980097,-0.009680595230679113
correct-reject,7.738988e-06,-0.009676528951756455,-0.009677438089353336,-0.00967836082408073,-0.009677022487162049,-0.009676418275786346
correct-reject,5.657e-06,-0.00967097378877275,-0.009682984140532303,-0.009680904783898481,-0.009676343673612359,-0.009676642241323025
correct-reject,1.4646075e-06,-0.009676182341377777,-0.009686019409552195,-0.009678080792608462,-0.009677309918427319,-0.009674456166173155
correct-reject,3.5815954e-06,-0.009650176408056182,-0.009681926396481678,-0.00969166439533994,-0.009679796378457043,-0.009686365049804073
correct-reject,7.709955e-05,-0.0096684478389475,-0.009666402053063619,-0.009687685984725325,-0.00964191301319839,-0.009651959738204086
correct-reject,0.00013426157,-0.009642401641586756,-0.009702357702798025,-0.009642562495057292,-0.009632385117066834,-0.009639539671630004
correct-reject,2.4029534e-05,-0.009676680571048684,-0.009676320087151725,-0.00967948379999122,-0.009676657380178975,-0.0096603667897683
correct-reject,8.958625e-05,-0.009659494243860327,-0.009661268054868595,-0.009660238908611517,-0.009661443792869238,-0.009661463627929226
correct-reject,0.0010124038,-0.009485388693450525,-0.009462849367037457,-0.009470107932002212,-0.00948129289402893,-0.009481465741619784
correct-reject,5.4739103e-06,-0.009678019284096721,-0.009681695304597115,-0.009678973560922342,-0.00967453510197628,-0.009674815376546452
correct-reject,1.7064736e-05,-0.009640984350472203,-0.009635391983517538,-0.009635909981945794,-0.009642361043166266,-0.009821761269037112
correct-reject,8.7172145e-07,-0.009619821824320017,-0.009619658121248884,-0.009684349465521035,-0.009732943353554893,-0.009735863863494088
correct-reject,1.493361e-05,-0.009675554606372592,-0.00967570368351355,-0.009678777366805611,-0.009674006828506842,-0.009674566142940324
correct-reject,3.815201e-05,-0.009509430967152227,-0.009816723606962657,-0.009528869041094288,-0.009803283255191217,-0.009697001757738523
correct-reject,2.3908955e-05,-0.009670155435999285,-0.009672204128121949,-0.009676086241432595,-0.009675925848255737,-0.009675236974329348
correct-reject,4.8062975e-06,-0.009676300583934408,-0.009676635914982376,-0.00968149642757484,-0.009676947834553107,-0.009677317867094193
correct-reject,5.0827575e-06,-0.009641167214900721,-0.00968952959560017,-0.009669618760347531,-0.009694401490895822,-0.009693711566394668
correct-reject,5.0879225e-06,-0.009679890400050717,-0.009677096464860167,-0.009673747336219379,-0.009672803208268799,-0.00968488121873985
correct-reject,2.0085532e-05,-0.009672299935115496,-0.009669931522428996,-0.009680731544008793,-0.009678664132568725,-0.009671781494016901
correct-reject,2.4403503e-06,-0.009580518046673194,-0.009590693335274326,-0.01005780068491539,-0.009581066725319602,-0.009580989835956403
correct-reject,0.0002540631,-0.009627617540822376,-0.00963380018396141,-0.009677261998149176,-0.009629243845717195,-0.009571522059488762
correct-reject,1.4647356e-05,-0.009671883523457827,-0.009693654095848313,-0.009683993175569804,-0.009660047008769112,-0.00966933082449386
correct-reject,4.304314e-06,-0.00967634795008032,-0.009677355231796077,-0.009681482730992013,-0.009676770753769727,-0.009677251961500776
correct-reject,1.3799804e-07,-0.00967851951354697,-0.009680628306350502,-0.009677869090266319,-0.009678544498049507,-0.009677809219925611
correct-reject,6.729723e-06,-0.009369780000083674,-0.00987916353231924,-0.009380515222763166,-0.009879521196126924,-0.009877798676845908
correct-reject,2.8760649e-06,-0.009675283413625035,-0.009676197092129855,-0.009692219863531117,-0.00967302387657668,-0.009673904382276232
correct-reject,1.747617e-06,-0.009411392946012743,-0.009747634535906454,-0.009751891330262157,-0.009745925764186156,-0.009734914051771407
correct-reject,7.565274e-07,-0.009684337685157064,-0.00968188613456605,-0.009661962795127203,-0.009681160810480685,-0.00968340420280791
correct-reject,0.00016559198,-0.009650067352283263,-0.009615796647156616,-0.009681207170982193,-0.009638864957549452,-0.009641980500167385
correct-reject,3.5351825e-06,-0.009684261862487019,-0.00968523932818703,-0.009685025300509676,-0.00968010171645994,-0.009655340420495243
correct-reject,5.255085e-06,-0.009689247753268434,-0.009687459540526359,-0.00968851161555538,-0.009688126121342162,-0.00963490359744658
correct-reject,2.1834271e-06,-0.009677233844684208,-0.009678361028761405,-0.009678928833143639,-0.009678446047204779,-0.00967835887434488
correct-reject,3.6038423e-06,-0.009688378427190048,-0.009688273122434253,-0.009687402269511798,-0.009686557201114174,-0.009639297607888637
correct-reject,1.9650522e-06,-0.009680476440250026,-0.009680560568288992,-0.009680062213549391,-0.009680193711965188,-0.009670245694085316
correct-reject,9.022027e-06,-0.00966975062582375,-0.009670560245423425,-0.009715754054126618,-0.009664863927637182,-0.009663559775127938
correct-reject,5.813235e-07,-0.009677434436032311,-0.009677451177236947,-0.009680831552067002,-0.009677658000313123,-0.009679552462489536
correct-reject,6.926296e-06,-0.009679285964212475,-0.009679075646299044,-0.009679720703561542,-0.009678815263899493,-0.009669681050166362
correct-reject,5.9687736e-06,-0.009670859769582743,-0.009683110855115867,-0.009685279613375187,-0.00967513937204934,-0.009673149018015777
correct-reject,9.1311e-06,-0.009678997947111384,-0.009679215004495671,-0.009680993679070736,-0.009667093768537093,-0.009678078228924027
correct-reject,2.8890904e-07,-0.00967827765958715,-0.00968028211518392,-0.00967854012541466,-0.009677952444823765,-0.009678167283129422
correct-reject,4.36597e-08,-0.009686957094923013,-0.00968685176483825,-0.009687030501642848,-0.009666720278987862,-0.00966590528774694
correct-reject,9.695569e-08,-0.009684105928352345,-0.0096901110984135,-0.009694778369537064,-0.009662545927563,-0.009661870304273
correct-reject,7.694501e-07,-0.009715037878993178,-0.009711380501390239,-0.009715869893142264,-0.009711039761379192,-0.009539411593234038
correct-reject,6.8375775e-06,-0.009677350372500695,-0.009675274827387613,-0.009680094940009926,-0.00967569178721554,-0.009678256701025139
correct-reject,4.7220816e-05,-0.009659636765644164,-0.009672104990426526,-0.009672146474294362,-0.00967168520939312,-0.009670735188380736
correct-reject,3.1792937e-05,-0.009672476398294329,-0.009698114685178368,-0.009744415996373875,-0.009558856248063692,-0.00968784530022866
correct-reject,7.863356e-08,-0.009672100079669172,-0.009680723930256301,-0.009683097468365973,-0.009676290724758334,-0.009681217825089135
correct-reject,2.1012918e-06,-0.00968246772674015,-0.009689018836543967,-0.009690409356372642,-0.00965024039597024,-0.009679272312511913
correct-reject,6.480994e-05,-0.009615701778448425,-0.0096258086748015,-0.009839808172899402,-0.009626152545250208,-0.009621237456739378
correct-reject,1.7174738e-06,-0.009672563153900242,-0.009801091452833963,-0.009814442698066568,-0.009487786007493936,-0.009615905315844206
correct-reject,3.1703894e-05,-0.009663244422944323,-0.009664645580205895,-0.009707681087982098,-0.009662266484144396,-0.009663971052862205
correct-reject,2.206673e-05,-0.00967272310104684,-0.009675235584298844,-0.009673235704761819,-0.00967314483587612,-0.009677069402155288
correct-reject,5.3706012e-06,-0.009690016878227271,-0.009690552191403932,-0.009689844857196896,-0.009663902748311142,-0.009653821952999676
correct-reject,4.69805e-08,-0.009636121906095535,-0.009591352946276343,-0.0100926612226212,-0.009589278477461848,-0.009484047075683998
correct-reject,2.3428986e-07,-0.009681059945467259,-0.009677763916120852,-0.009673238496462132,-0.009681354926544124,-0.00967985734354454
correct-reject,4.4577828e-08,-0.009676672542069397,-0.00967922413922919,-0.009679044091511494,-0.009679176956810366,-0.00967934629851847
correct-reject,2.272445e-06,-0.009676215465042609,-0.009677503592686893,-0.009691341633316935,-0.00967708886555333,-0.009669089071539148
correct-reject,3.2647637e-07,-0.009699127374070271,-0.009697619912350663,-0.009698000378869642,-0.009698914749947322,-0.00959952021290101
correct-reject,2.5149786e-06,-0.009673431125828082,-0.009687167547316296,-0.00967875216728706,-0.00967950963637936,-0.009672138151328115
correct-reject,1.3268855e-06,-0.009669436558827432,-0.009681440738377517,-0.009678049062229072,-0.009681656489393037,-0.009681595779311856
correct-reject,0.0019401698,-0.009274782058504367,-0.009338729753894366,-0.0093036388273852,-0.009266098326661363,-0.00927008966169362
correct-reject,1.9630818e-06,-0.009650919421840713,-0.009690441644256791,-0.009692448728254166,-0.009777537619018749,-0.009580201214768498
correct-reject,2.0583693e-05,-0.009675160626489801,-0.00967972875597816,-0.009680534392518836,-0.009679780596563296,-0.009657704256588816
correct-reject,2.772765e-06,-0.009521909612482251,-0.00971512792305989,-0.00971772099512149,-0.009718115789782534,-0.009717864307692753
correct-reject,1.8450051e-05,-0.009620332885779502,-0.009624337390434713,-0.009911099989094773,-0.009594067478073398,-0.009625170884756527
correct-reject,3.7777156e-06,-0.009663673182029028,-0.009686110130355958,-0.00966525039307311,-0.009686729220960328,-0.009687965701720484
correct-reject,8.774542e-06,-0.009675448508157219,-0.00967478183950266,-0.009676401271961224,-0.009681664529557257,-0.009676442478960552
correct-reject,8.068497e-06,-0.009642374420835428,-0.009645388075037153,-0.009660518251936465,-0.009638300229539569,-0.0097988576507903
correct-reject,0.00026465714,-0.00975464508683779,-0.009754859278837865,-0.009536220631172286,-0.00954322961651657,-0.0095398970147744
correct-reject,5.5892808e-05,-0.00867533469368958,-0.01028986294905093,-0.008727275623724516,-0.010283159398931947,-0.010361975962741944
correct-reject,0.00014466843,-0.009647243828068456,-0.009650858664914398,-0.009651413670240732,-0.009649094530020958,-0.009650229934894375
correct-reject,3.893315e-05,-0.009671030775173034,-0.00966932070547749,-0.009672120742938387,-0.009670875583526682,-0.009671260821023313
correct-reject,7.347858e-05,-0.009660333333767746,-0.009663290687120414,-0.009664944902013514,-0.009664430821190631,-0.009667008884046601
correct-reject,3.734851e-06,-0.009627904700621472,-0.009687991568862627,-0.009687600142225918,-0.009686101138061096,-0.0097001810783678
correct-reject,6.5831528e-06,-0.009659621757966792,-0.009681510505502538,-0.009681382315980662,-0.009682173130973725,-0.00968224091771519
correct-reject,4.991718e-08,-0.009656554724827512,-0.009688541934039587,-0.009683149677235344,-0.009682509914900843,-0.009682702477135633
correct-reject,4.6645133e-07,-0.009679188920689502,-0.009680878676697487,-0.009680867234770052,-0.009679969612581886,-0.00967213818339999
correct-reject,3.4252957e-07,-0.009661546707137583,-0.009663219688546738,-0.009742798722535624,-0.009662875661392557,-0.009662724848526413
correct-reject,2.7196865e-08,-0.009678812196309476,-0.009680057566019293,-0.0096795176110582,-0.00967792393896493,-0.009677170115787021
correct-reject,1.3019811e-12,-0.009678329826573136,-0.009678934839258281,-0.009678980740651414,-0.009678650023891965,-0.009678613196464117
correct-reject,2.1721404e-11,-0.009679209504270368,-0.009682654465712837,-0.009682873625669103,-0.00967395643605983,-0.009674814574726772
correct-reject,9.395977e-12,-0.009676164577043175,-0.009680687822135712,-0.009680673933873136,-0.009678135542839828,-0.009677846742847057
correct-reject,1.3984652e-10,-0.00967863732273412,-0.009678853439759357,-0.009678839197532617,-0.009678988598423187,-0.009678189929689633
correct-reject,5.034223e-10,-0.009677871186882766,-0.00968013294608095,-0.00967870842802995,-0.009679257585573564,-0.009677537978571682
correct-reject,2.5267584e-06,-0.009490576231586105,-0.009498808591908332,-0.009521863505393625,-0.009493492530154257,-0.010386237769096588
correct-reject,1.7748838e-05,-0.00966406045079519,-0.009686087198379604,-0.00969023923598853,-0.00967831192684709,-0.009657109816128504
correct-reject,3.7509421e-06,-0.009663221773501563,-0.009663800229755439,-0.009721237720616007,-0.009671000185693222,-0.009670498718572694
correct-reject,5.0652025e-06,-0.009672296238557435,-0.00967697838565482,-0.009677736783972483,-0.009684976525604634,-0.009676450694349541
correct-reject,5.4751104e-05,-0.00738863926834024,-0.010241647657386008,-0.01024977129479135,-0.01023213530950967,-0.010226515098111648
correct-reject,2.7481465e-05,-0.009597987261776955,-0.009686563795362967,-0.009732096111601815,-0.009679041050418998,-0.009670320408978176
correct-reject,1.116783e-05,-0.009277258963250004,-0.009774344128489452,-0.009779341156683068,-0.009775761754543645,-0.00977560262517274
correct-reject,1.1921281e-05,-0.009671194048650753,-0.009703758014560065,-0.009665067369465102,-0.009671070030681326,-0.009670519164781663
correct-reject,2.359297e-05,-0.009641742739690169,-0.009659907127006734,-0.009653825546128012,-0.009661316894709138,-0.009753116320604858
correct-reject,9.3071285e-06,-0.009640182568746745,-0.009705234396360249,-0.009676651703725718,-0.009706676469892874,-0.009655453489413327
correct-reject,1.30968465e-05,-0.009676924465958624,-0.00967781116252283,-0.009677522966367903,-0.009670319395218641,-0.009677830638070916
correct-reject,3.125489e-06,-0.009627535648753793,-0.009889406815310059,-0.009624369796819809,-0.009624105325986029,-0.009624961041269222
correct-reject,3.9302944e-05,-0.009671646570280596,-0.009660304209092887,-0.00969631713970771,-0.00965834530704268,-0.00966759540201504
correct-reject,1.9306007e-07,-0.0096596097016619,-0.009702764777038578,-0.00966041458962273,-0.00969011151934105,-0.009680415040474658
correct-reject,2.8869251e-06,-0.009680869442174923,-0.009681805682082413,-0.009682453421850814,-0.009677893662772098,-0.009667596419258665
correct-reject,1.3147828e-06,-0.00967851453739064,-0.009678420777067358,-0.009678283322730784,-0.009678547731018632,-0.0096784322599315
correct-reject,3.2622288e-06,-0.009689804698948654,-0.009658396086842155,-0.00969006071094518,-0.009662203868509498,-0.009689783262893424
correct-reject,3.062145e-07,-0.009667293576249418,-0.009682055017439151,-0.009680842325360874,-0.009681606005146772,-0.009681405703942698
correct-reject,9.234183e-07,-0.009677346731670207,-0.009677668336008492,-0.009677786295363028,-0.00967786599484025,-0.009681918270256938
correct-reject,3.3458275e-07,-0.009617025671487962,-0.00969997499473935,-0.009687586038018708,-0.009688498501639258,-0.009700088422253639
correct-reject,7.297747e-08,-0.009677228290161597,-0.009679582989169953,-0.009679227229624693,-0.00967853537553248,-0.009678861743650189
correct-reject,5.051269e-09,-0.009678840444981768,-0.00967892020174486,-0.009678791783787714,-0.009678442894676583,-0.009678508252948
correct-reject,2.3433136e-08,-0.009678603736634398,-0.009679007644760505,-0.009679000876663735,-0.009678519376685275,-0.009678353593395
correct-reject,2.7199068e-10,-0.009679066480226614,-0.009678996129133864,-0.009679068929994239,-0.009677442314656344,-0.009678934502127857
correct-reject,4.2760405e-07,-0.009680674978632281,-0.009681477386872079,-0.009681921507873007,-0.009676517063950944,-0.009672489690810594
correct-reject,3.1205158e-08,-0.009774583882197173,-0.00977060864606192,-0.009771883833039575,-0.009540005439620318,-0.00953639562721993
correct-reject,5.591096e-09,-0.009677360659500877,-0.00967978053266881,-0.009679711702061392,-0.009676567380426182,-0.009680082763481652
correct-reject,4.1978776e-09,-0.009677641155056009,-0.009679369595594258,-0.00968025960751084,-0.009676941436918792,-0.009679292633059014
correct-reject,0.00030522843,-0.009450402261260945,-0.009558646836973822,-0.010033159049433072,-0.009450468124364076,-0.009595604356107004
correct-reject,1.9196441e-05,-0.009555695201063717,-0.009684051313350211,-0.00979142952836571,-0.009668688085277218,-0.00967444450008206
correct-reject,5.262377e-06,-0.00966889947009588,-0.009678691345515803,-0.009684191328733124,-0.009677710090985035,-0.009678756392809068
correct-reject,1.5532429e-06,-0.009679123777349868,-0.009676378801525937,-0.00967542566607395,-0.009679796463396381,-0.009681233919792774
correct-reject,2.787889e-06,-0.009702730266180341,-0.009701240882505272,-0.009707600667877703,-0.009638751602822758,-0.009640395208752853
correct-reject,1.9880106e-06,-0.009494631460860565,-0.009757866717002364,-0.009753722336893525,-0.009758431396850049,-0.00962686671653241
correct-reject,8.2895315e-07,-0.009678371516809019,-0.009677093542224898,-0.009677733600135893,-0.009681582429334866,-0.009677898539634243
correct-reject,4.812214e-07,-0.009660614073830866,-0.009691019802080002,-0.009659383552174895,-0.009690293287186243,-0.009691716912866907
correct-reject,6.4618976e-06,-0.009674226431041336,-0.009674284076558742,-0.009675233599439604,-0.009681192893452673,-0.009682111627646567
correct-reject,3.405043e-08,-0.009701265320220346,-0.009700190552447429,-0.009699590573613576,-0.009653161603187205,-0.00963926647867035
correct-reject,7.7183125e-07,-0.009679154535385584,-0.009678637951274062,-0.009678097512579814,-0.009678666236219732,-0.009678180392679732
correct-reject,8.059183e-09,-0.00967885631828215,-0.00967889054250168,-0.00967850082542609,-0.009679330542952336,-0.009677922338976654
correct-reject,1.0305772e-07,-0.009682163021943396,-0.009682393131466075,-0.00968246352471091,-0.009672678423475403,-0.009673707526543139
correct-reject,6.771141e-07,-0.009678694212673611,-0.009678635914253348,-0.009677933455156431,-0.00967885016586557,-0.009678717880189952
correct-reject,4.8143068e-08,-0.009674077337238827,-0.009674071305619942,-0.009674554825894913,-0.00967283968482119,-0.009697917374564045
correct-reject,7.01962e-07,-0.009678268486097,-0.009679701568601342,-0.009679253196654922,-0.009678285852098935,-0.009677297524686714
correct-reject,6.2279514e-06,-0.009672807705201642,-0.009668773014552552,-0.009694591462803697,-0.009673671642143137,-0.009677434803437893
correct-reject,4.2124213e-07,-0.0096915329734439,-0.009691577562702614,-0.00969234533890426,-0.009661828746443052,-0.00965580300664509
correct-reject,2.9905054e-06,-0.009676093710009347,-0.009678432439393985,-0.009679486677068671,-0.009676890851322383,-0.009679614950344523
correct-reject,7.6447e-06,-0.009655468634402907,-0.009690924017949305,-0.009655914417720153,-0.009690569990148099,-0.009692991567918455
correct-reject,0.00010331627,-0.009609551439475486,-0.009633907528505252,-0.009850798662227715,-0.009596639989145474,-0.009599295008784987
correct-reject,1.249524e-06,-0.009665007195228755,-0.009669504063436711,-0.009687120579883208,-0.00968503111067728,-0.009685595678912952
correct-reject,2.4124117e-06,-0.009665358122848048,-0.00968106867125651,-0.00968218338504779,-0.009681066135643832,-0.009681422313342737
correct-reject,1.1137794e-06,-0.00967674139511258,-0.009677419676028316,-0.00967764002858588,-0.009680276795621941,-0.009680320732790194
correct-reject,0.00012818396,-0.009523631675827506,-0.009723538100728695,-0.009633605604957693,-0.009691232944267884,-0.009693316302357143
correct-reject,3.3275828e-05,-0.009673970150463895,-0.009668805023580548,-0.00966956719694353,-0.009678791457117251,-0.009669074800033695
correct-reject,5.9143367e-05,-0.00966692544732509,-0.009666789941908225,-0.009668128371253555,-0.009666142776641537,-0.009666422091010506
correct-reject,7.367433e-06,-0.009675906718653732,-0.009682094186397348,-0.009676534354506765,-0.00967102160923778,-0.009680581759343285
correct-reject,4.1927407e-05,-0.009664633877937421,-0.009679094359532224,-0.009663923280899657,-0.009677684697164103,-0.00966627241260551
correct-reject,2.5020812e-05,-0.009546315824669263,-0.009919885664548296,-0.00959499309413113,-0.009652900967296457,-0.009654413077493772
