,Unnamed: 0,Date,VIS,CAT,CAT1600,CAT3200,CAT6400
1352,1352,20140305,10.0,1,1,1,1
1353,1353,20140305,7.0,1,1,1,1
1354,1354,20140305,5.0,1,1,1,0
1355,1355,20140305,10.0,1,1,1,1
1356,1356,20140306,7.0,1,1,1,1
1357,1357,20140306,7.0,1,1,1,1
1358,1358,20140306,10.0,1,1,1,1
1359,1359,20140306,10.0,1,1,1,1
1360,1360,20140307,10.0,1,1,1,1
1361,1361,20140307,10.0,1,1,1,1
1362,1362,20140307,10.0,1,1,1,1
1363,1363,20140307,10.0,1,1,1,1
1364,1364,20140308,10.0,1,1,1,1
1365,1365,20140308,10.0,1,1,1,1
1366,1366,20140308,7.0,1,1,1,1
1367,1367,20140308,7.0,1,1,1,1
1368,1368,20140313,10.0,1,1,1,1
1369,1369,20140313,10.0,1,1,1,1
1370,1370,20140313,10.0,1,1,1,1
1371,1371,20140313,10.0,1,1,1,1
1372,1372,20140314,10.0,1,1,1,1
1373,1373,20140314,10.0,1,1,1,1
1374,1374,20140314,10.0,1,1,1,1
1375,1375,20140314,7.0,1,1,1,1
1376,1376,20140318,10.0,1,1,1,1
1377,1377,20140318,10.0,1,1,1,1
1378,1378,20140318,10.0,1,1,1,1
1379,1379,20140318,7.0,1,1,1,1
1380,1380,20140319,7.0,1,1,1,1
1381,1381,20140319,7.0,1,1,1,1
1382,1382,20140319,10.0,1,1,1,1
1383,1383,20140319,7.0,1,1,1,1
1384,1384,20140321,10.0,1,1,1,1
1385,1385,20140321,7.0,1,1,1,1
1386,1386,20140321,10.0,1,1,1,1
1387,1387,20140321,10.0,1,1,1,1
1388,1388,20140322,7.0,1,1,1,1
1389,1389,20140322,3.0,1,1,0,0
1390,1390,20140322,7.0,1,1,1,1
1391,1391,20140322,10.0,1,1,1,1
1392,1392,20140326,10.0,1,1,1,1
1393,1393,20140326,10.0,1,1,1,1
1394,1394,20140326,10.0,1,1,1,1
1395,1395,20140326,5.0,1,1,1,0
1396,1396,20140331,7.0,1,1,1,1
1397,1397,20140331,10.0,1,1,1,1
1398,1398,20140331,10.0,1,1,1,1
1399,1399,20140331,7.0,1,1,1,1
1400,1400,20140404,2.5,1,1,0,0
1401,1401,20140404,3.0,1,1,0,0
1402,1402,20140404,10.0,1,1,1,1
1403,1403,20140404,10.0,1,1,1,1
1404,1404,20140405,10.0,1,1,1,1
1405,1405,20140405,10.0,1,1,1,1
1406,1406,20140405,10.0,1,1,1,1
1407,1407,20140405,10.0,1,1,1,1
1408,1408,20140406,1.0,0,0,0,0
1409,1409,20140406,0.5,0,0,0,0
1410,1410,20140406,0.5,0,0,0,0
1411,1411,20140406,10.0,1,1,1,1
1412,1412,20140409,10.0,1,1,1,1
1413,1413,20140409,10.0,1,1,1,1
1414,1414,20140409,10.0,1,1,1,1
1415,1415,20140409,10.0,1,1,1,1
1416,1416,20140410,10.0,1,1,1,1
1417,1417,20140410,10.0,1,1,1,1
1418,1418,20140410,10.0,1,1,1,1
1419,1419,20140410,10.0,1,1,1,1
1420,1420,20140411,10.0,1,1,1,1
1421,1421,20140411,10.0,1,1,1,1
1422,1422,20140411,10.0,1,1,1,1
1423,1423,20140411,10.0,1,1,1,1
1424,1424,20140412,10.0,1,1,1,1
1425,1425,20140412,7.0,1,1,1,1
1426,1426,20140412,7.0,1,1,1,1
1427,1427,20140412,7.0,1,1,1,1
1428,1428,20140415,10.0,1,1,1,1
1429,1429,20140415,10.0,1,1,1,1
1430,1430,20140415,10.0,1,1,1,1
1431,1431,20140415,10.0,1,1,1,1
1432,1432,20140417,10.0,1,1,1,1
1433,1433,20140417,10.0,1,1,1,1
1434,1434,20140417,10.0,1,1,1,1
1435,1435,20140417,4.0,1,1,1,0
1436,1436,20140418,7.0,1,1,1,1
1437,1437,20140418,10.0,1,1,1,1
1438,1438,20140418,10.0,1,1,1,1
1439,1439,20140418,10.0,1,1,1,1
1440,1440,20140419,7.0,1,1,1,1
1441,1441,20140419,5.0,1,1,1,0
1442,1442,20140419,10.0,1,1,1,1
1443,1443,20140419,10.0,1,1,1,1
1444,1444,20140420,10.0,1,1,1,1
1445,1445,20140420,10.0,1,1,1,1
1446,1446,20140420,10.0,1,1,1,1
1447,1447,20140420,10.0,1,1,1,1
1448,1448,20140421,10.0,1,1,1,1
1449,1449,20140421,10.0,1,1,1,1
1450,1450,20140421,10.0,1,1,1,1
1451,1451,20140421,10.0,1,1,1,1
1452,1452,20140422,10.0,1,1,1,1
1453,1453,20140422,10.0,1,1,1,1
1454,1454,20140422,10.0,1,1,1,1
1455,1455,20140422,10.0,1,1,1,1
1456,1456,20140424,10.0,1,1,1,1
1457,1457,20140424,10.0,1,1,1,1
1458,1458,20140424,10.0,1,1,1,1
1459,1459,20140424,10.0,1,1,1,1
1460,1460,20140425,7.0,1,1,1,1
1461,1461,20140425,7.0,1,1,1,1
1462,1462,20140425,10.0,1,1,1,1
1463,1463,20140425,10.0,1,1,1,1
1464,1464,20140426,10.0,1,1,1,1
1465,1465,20140426,7.0,1,1,1,1
1466,1466,20140426,10.0,1,1,1,1
1467,1467,20140426,5.0,1,1,1,0
1468,1468,20140428,2.0,1,1,0,0
1469,1469,20140428,5.0,1,1,1,0
1470,1470,20140428,7.0,1,1,1,1
1471,1471,20140428,5.0,1,1,1,0
1472,1472,20140429,5.0,1,1,1,0
1473,1473,20140429,7.0,1,1,1,1
1474,1474,20140429,10.0,1,1,1,1
1475,1475,20140429,10.0,1,1,1,1
1476,1476,20140430,10.0,1,1,1,1
1477,1477,20140430,10.0,1,1,1,1
1478,1478,20140430,10.0,1,1,1,1
1479,1479,20140430,10.0,1,1,1,1
1480,1480,20140502,10.0,1,1,1,1
1481,1481,20140502,10.0,1,1,1,1
1482,1482,20140502,10.0,1,1,1,1
1483,1483,20140502,10.0,1,1,1,1
1484,1484,20140503,10.0,1,1,1,1
1485,1485,20140503,10.0,1,1,1,1
1486,1486,20140503,10.0,1,1,1,1
1487,1487,20140503,10.0,1,1,1,1
1488,1488,20140504,10.0,1,1,1,1
1489,1489,20140504,10.0,1,1,1,1
1490,1490,20140504,10.0,1,1,1,1
1491,1491,20140504,10.0,1,1,1,1
1492,1492,20140505,10.0,1,1,1,1
1493,1493,20140505,10.0,1,1,1,1
1494,1494,20140505,10.0,1,1,1,1
1495,1495,20140505,10.0,1,1,1,1
1496,1496,20140506,10.0,1,1,1,1
1497,1497,20140506,10.0,1,1,1,1
1498,1498,20140506,10.0,1,1,1,1
1499,1499,20140506,10.0,1,1,1,1
1500,1500,20140507,10.0,1,1,1,1
1501,1501,20140507,10.0,1,1,1,1
1502,1502,20140507,10.0,1,1,1,1
1503,1503,20140507,7.0,1,1,1,1
1504,1504,20140510,10.0,1,1,1,1
1505,1505,20140510,7.0,1,1,1,1
1506,1506,20140510,10.0,1,1,1,1
1507,1507,20140510,10.0,1,1,1,1
1508,1508,20140511,2.0,1,1,0,0
1509,1509,20140511,7.0,1,1,1,1
1510,1510,20140511,7.0,1,1,1,1
1511,1511,20140511,5.0,1,1,1,0
1512,1512,20140514,10.0,1,1,1,1
1513,1513,20140514,10.0,1,1,1,1
1514,1514,20140514,10.0,1,1,1,1
1515,1515,20140514,10.0,1,1,1,1
1516,1516,20140515,10.0,1,1,1,1
1517,1517,20140515,10.0,1,1,1,1
1518,1518,20140515,10.0,1,1,1,1
1519,1519,20140515,10.0,1,1,1,1
1520,1520,20140517,10.0,1,1,1,1
1521,1521,20140517,10.0,1,1,1,1
1522,1522,20140517,10.0,1,1,1,1
1523,1523,20140517,10.0,1,1,1,1
1524,1524,20140518,10.0,1,1,1,1
1525,1525,20140518,10.0,1,1,1,1
1526,1526,20140518,10.0,1,1,1,1
1527,1527,20140518,10.0,1,1,1,1
1528,1528,20140519,10.0,1,1,1,1
1529,1529,20140519,10.0,1,1,1,1
1530,1530,20140519,10.0,1,1,1,1
1531,1531,20140519,10.0,1,1,1,1
1532,1532,20140520,10.0,1,1,1,1
1533,1533,20140520,10.0,1,1,1,1
1534,1534,20140520,10.0,1,1,1,1
1535,1535,20140520,10.0,1,1,1,1
1536,1536,20140521,10.0,1,1,1,1
1537,1537,20140521,10.0,1,1,1,1
1538,1538,20140521,10.0,1,1,1,1
1539,1539,20140521,10.0,1,1,1,1
1540,1540,20140522,10.0,1,1,1,1
1541,1541,20140522,7.0,1,1,1,1
1542,1542,20140522,10.0,1,1,1,1
1543,1543,20140522,7.0,1,1,1,1
1544,1544,20140523,10.0,1,1,1,1
1545,1545,20140523,10.0,1,1,1,1
1546,1546,20140523,10.0,1,1,1,1
1547,1547,20140523,10.0,1,1,1,1
1548,1548,20140525,10.0,1,1,1,1
1549,1549,20140525,7.0,1,1,1,1
1550,1550,20140525,10.0,1,1,1,1
1551,1551,20140525,10.0,1,1,1,1
1552,1552,20140526,10.0,1,1,1,1
1553,1553,20140526,7.0,1,1,1,1
1554,1554,20140526,10.0,1,1,1,1
1555,1555,20140526,10.0,1,1,1,1
1556,1556,20140527,7.0,1,1,1,1
1557,1557,20140527,7.0,1,1,1,1
1558,1558,20140527,10.0,1,1,1,1
1559,1559,20140527,7.0,1,1,1,1
1560,1560,20140528,7.0,1,1,1,1
1561,1561,20140528,4.0,1,1,1,0
1562,1562,20140528,10.0,1,1,1,1
1563,1563,20140528,10.0,1,1,1,1
1564,1564,20140529,10.0,1,1,1,1
1565,1565,20140529,10.0,1,1,1,1
1566,1566,20140529,10.0,1,1,1,1
1567,1567,20140529,10.0,1,1,1,1
1568,1568,20140530,10.0,1,1,1,1
1569,1569,20140530,10.0,1,1,1,1
1570,1570,20140530,10.0,1,1,1,1
1571,1571,20140530,10.0,1,1,1,1
1572,1572,20140531,10.0,1,1,1,1
1573,1573,20140531,10.0,1,1,1,1
1574,1574,20140531,10.0,1,1,1,1
1575,1575,20140531,10.0,1,1,1,1
1576,1576,20140601,10.0,1,1,1,1
1577,1577,20140601,10.0,1,1,1,1
1578,1578,20140601,10.0,1,1,1,1
1579,1579,20140601,10.0,1,1,1,1
1580,1580,20140602,10.0,1,1,1,1
1581,1581,20140602,10.0,1,1,1,1
1582,1582,20140602,10.0,1,1,1,1
1583,1583,20140602,10.0,1,1,1,1
1584,1584,20140603,10.0,1,1,1,1
1585,1585,20140603,10.0,1,1,1,1
1586,1586,20140603,10.0,1,1,1,1
1587,1587,20140603,10.0,1,1,1,1
1588,1588,20140605,10.0,1,1,1,1
1589,1589,20140605,10.0,1,1,1,1
1590,1590,20140605,10.0,1,1,1,1
1591,1591,20140605,10.0,1,1,1,1
1592,1592,20140606,10.0,1,1,1,1
1593,1593,20140606,10.0,1,1,1,1
1594,1594,20140606,10.0,1,1,1,1
1595,1595,20140606,10.0,1,1,1,1
1596,1596,20140607,10.0,1,1,1,1
1597,1597,20140607,10.0,1,1,1,1
1598,1598,20140607,10.0,1,1,1,1
1599,1599,20140607,10.0,1,1,1,1
1600,1600,20140608,10.0,1,1,1,1
1601,1601,20140608,7.0,1,1,1,1
1602,1602,20140608,7.0,1,1,1,1
1603,1603,20140608,7.0,1,1,1,1
1604,1604,20140610,10.0,1,1,1,1
1605,1605,20140610,7.0,1,1,1,1
1606,1606,20140610,10.0,1,1,1,1
1607,1607,20140610,7.0,1,1,1,1
1608,1608,20140611,10.0,1,1,1,1
1609,1609,20140611,7.0,1,1,1,1
1610,1610,20140611,10.0,1,1,1,1
1611,1611,20140611,10.0,1,1,1,1
1612,1612,20140612,7.0,1,1,1,1
1613,1613,20140612,7.0,1,1,1,1
1614,1614,20140612,10.0,1,1,1,1
1615,1615,20140612,10.0,1,1,1,1
1616,1616,20140613,7.0,1,1,1,1
1617,1617,20140613,10.0,1,1,1,1
1618,1618,20140613,10.0,1,1,1,1
1619,1619,20140613,10.0,1,1,1,1
1620,1620,20140614,10.0,1,1,1,1
1621,1621,20140614,10.0,1,1,1,1
1622,1622,20140614,10.0,1,1,1,1
1623,1623,20140614,10.0,1,1,1,1
1624,1624,20140615,10.0,1,1,1,1
1625,1625,20140615,7.0,1,1,1,1
1626,1626,20140615,7.0,1,1,1,1
1627,1627,20140615,7.0,1,1,1,1
1628,1628,20140616,7.0,1,1,1,1
1629,1629,20140616,7.0,1,1,1,1
1630,1630,20140616,10.0,1,1,1,1
1631,1631,20140616,7.0,1,1,1,1
1632,1632,20140617,7.0,1,1,1,1
1633,1633,20140617,7.0,1,1,1,1
1634,1634,20140617,10.0,1,1,1,1
1635,1635,20140617,10.0,1,1,1,1
1636,1636,20140618,10.0,1,1,1,1
1637,1637,20140618,7.0,1,1,1,1
1638,1638,20140618,10.0,1,1,1,1
1639,1639,20140618,10.0,1,1,1,1
1640,1640,20140619,10.0,1,1,1,1
1641,1641,20140619,10.0,1,1,1,1
1642,1642,20140619,10.0,1,1,1,1
1643,1643,20140619,10.0,1,1,1,1
1644,1644,20140620,10.0,1,1,1,1
1645,1645,20140620,10.0,1,1,1,1
1646,1646,20140620,10.0,1,1,1,1
1647,1647,20140620,10.0,1,1,1,1
1648,1648,20140621,10.0,1,1,1,1
1649,1649,20140621,7.0,1,1,1,1
1650,1650,20140621,7.0,1,1,1,1
1651,1651,20140621,7.0,1,1,1,1
1652,1652,20140622,10.0,1,1,1,1
1653,1653,20140622,7.0,1,1,1,1
1654,1654,20140622,7.0,1,1,1,1
1655,1655,20140622,10.0,1,1,1,1
1656,1656,20140623,10.0,1,1,1,1
1657,1657,20140623,10.0,1,1,1,1
1658,1658,20140623,10.0,1,1,1,1
1659,1659,20140623,10.0,1,1,1,1
1660,1660,20140624,10.0,1,1,1,1
1661,1661,20140624,10.0,1,1,1,1
1662,1662,20140624,10.0,1,1,1,1
1663,1663,20140624,10.0,1,1,1,1
1664,1664,20140628,7.0,1,1,1,1
1665,1665,20140628,7.0,1,1,1,1
1666,1666,20140628,7.0,1,1,1,1
1667,1667,20140628,7.0,1,1,1,1
1668,1668,20140630,7.0,1,1,1,1
1669,1669,20140630,7.0,1,1,1,1
1670,1670,20140630,7.0,1,1,1,1
1671,1671,20140630,10.0,1,1,1,1
1672,1672,20140701,10.0,1,1,1,1
1673,1673,20140701,10.0,1,1,1,1
1674,1674,20140701,10.0,1,1,1,1
1675,1675,20140701,10.0,1,1,1,1
1676,1676,20140702,10.0,1,1,1,1
1677,1677,20140702,10.0,1,1,1,1
1678,1678,20140702,10.0,1,1,1,1
1679,1679,20140702,10.0,1,1,1,1
1680,1680,20140703,10.0,1,1,1,1
1681,1681,20140703,10.0,1,1,1,1
1682,1682,20140703,10.0,1,1,1,1
1683,1683,20140703,10.0,1,1,1,1
1684,1684,20140705,10.0,1,1,1,1
1685,1685,20140705,10.0,1,1,1,1
1686,1686,20140705,10.0,1,1,1,1
1687,1687,20140705,10.0,1,1,1,1
1688,1688,20140706,10.0,1,1,1,1
1689,1689,20140706,10.0,1,1,1,1
1690,1690,20140706,10.0,1,1,1,1
1691,1691,20140706,10.0,1,1,1,1
1692,1692,20140707,10.0,1,1,1,1
1693,1693,20140707,10.0,1,1,1,1
1694,1694,20140707,10.0,1,1,1,1
1695,1695,20140707,10.0,1,1,1,1
1696,1696,20140708,10.0,1,1,1,1
1697,1697,20140708,10.0,1,1,1,1
1698,1698,20140708,10.0,1,1,1,1
1699,1699,20140708,7.0,1,1,1,1
1700,1700,20140709,10.0,1,1,1,1
1701,1701,20140709,7.0,1,1,1,1
1702,1702,20140709,10.0,1,1,1,1
1703,1703,20140709,10.0,1,1,1,1
1704,1704,20140711,10.0,1,1,1,1
1705,1705,20140711,7.0,1,1,1,1
1706,1706,20140711,7.0,1,1,1,1
1707,1707,20140711,7.0,1,1,1,1
1708,1708,20140712,10.0,1,1,1,1
1709,1709,20140712,7.0,1,1,1,1
1710,1710,20140712,10.0,1,1,1,1
1711,1711,20140712,10.0,1,1,1,1
1712,1712,20140713,10.0,1,1,1,1
1713,1713,20140713,10.0,1,1,1,1
1714,1714,20140713,10.0,1,1,1,1
1715,1715,20140713,10.0,1,1,1,1
1716,1716,20140714,10.0,1,1,1,1
1717,1717,20140714,10.0,1,1,1,1
1718,1718,20140714,10.0,1,1,1,1
1719,1719,20140714,10.0,1,1,1,1
1720,1720,20140715,10.0,1,1,1,1
1721,1721,20140715,10.0,1,1,1,1
1722,1722,20140715,10.0,1,1,1,1
1723,1723,20140715,10.0,1,1,1,1
1724,1724,20140716,10.0,1,1,1,1
1725,1725,20140716,10.0,1,1,1,1
1726,1726,20140716,10.0,1,1,1,1
1727,1727,20140716,10.0,1,1,1,1
1728,1728,20140717,10.0,1,1,1,1
1729,1729,20140717,7.0,1,1,1,1
1730,1730,20140717,7.0,1,1,1,1
1731,1731,20140717,7.0,1,1,1,1
1732,1732,20140718,7.0,1,1,1,1
1733,1733,20140718,7.0,1,1,1,1
1734,1734,20140718,10.0,1,1,1,1
1735,1735,20140718,10.0,1,1,1,1
1736,1736,20140723,7.0,1,1,1,1
1737,1737,20140723,10.0,1,1,1,1
1738,1738,20140723,10.0,1,1,1,1
1739,1739,20140723,10.0,1,1,1,1
1740,1740,20140725,10.0,1,1,1,1
1741,1741,20140725,10.0,1,1,1,1
1742,1742,20140725,10.0,1,1,1,1
1743,1743,20140725,10.0,1,1,1,1
1744,1744,20140801,7.0,1,1,1,1
1745,1745,20140801,7.0,1,1,1,1
1746,1746,20140801,7.0,1,1,1,1
1747,1747,20140801,10.0,1,1,1,1
1748,1748,20140803,10.0,1,1,1,1
1749,1749,20140803,10.0,1,1,1,1
1750,1750,20140803,10.0,1,1,1,1
1751,1751,20140803,10.0,1,1,1,1
1752,1752,20140804,10.0,1,1,1,1
1753,1753,20140804,10.0,1,1,1,1
1754,1754,20140804,10.0,1,1,1,1
1755,1755,20140804,10.0,1,1,1,1
1756,1756,20140805,10.0,1,1,1,1
1757,1757,20140805,10.0,1,1,1,1
1758,1758,20140805,10.0,1,1,1,1
1759,1759,20140805,10.0,1,1,1,1
1760,1760,20140806,10.0,1,1,1,1
1761,1761,20140806,10.0,1,1,1,1
1762,1762,20140806,10.0,1,1,1,1
1763,1763,20140806,7.0,1,1,1,1
1764,1764,20140807,10.0,1,1,1,1
1765,1765,20140807,10.0,1,1,1,1
1766,1766,20140807,10.0,1,1,1,1
1767,1767,20140807,10.0,1,1,1,1
1768,1768,20140808,10.0,1,1,1,1
1769,1769,20140808,10.0,1,1,1,1
1770,1770,20140808,10.0,1,1,1,1
1771,1771,20140808,10.0,1,1,1,1
1772,1772,20140809,10.0,1,1,1,1
1773,1773,20140809,10.0,1,1,1,1
1774,1774,20140809,10.0,1,1,1,1
1775,1775,20140809,10.0,1,1,1,1
1776,1776,20140810,10.0,1,1,1,1
1777,1777,20140810,10.0,1,1,1,1
1778,1778,20140810,10.0,1,1,1,1
1779,1779,20140810,10.0,1,1,1,1
1780,1780,20140811,10.0,1,1,1,1
1781,1781,20140811,10.0,1,1,1,1
1782,1782,20140811,10.0,1,1,1,1
1783,1783,20140811,10.0,1,1,1,1
1784,1784,20140813,10.0,1,1,1,1
1785,1785,20140813,10.0,1,1,1,1
1786,1786,20140813,10.0,1,1,1,1
1787,1787,20140813,10.0,1,1,1,1
1788,1788,20140814,10.0,1,1,1,1
1789,1789,20140814,10.0,1,1,1,1
1790,1790,20140814,10.0,1,1,1,1
1791,1791,20140814,10.0,1,1,1,1
1792,1792,20140815,10.0,1,1,1,1
1793,1793,20140815,10.0,1,1,1,1
1794,1794,20140815,10.0,1,1,1,1
1795,1795,20140815,10.0,1,1,1,1
1796,1796,20140816,10.0,1,1,1,1
1797,1797,20140816,10.0,1,1,1,1
1798,1798,20140816,10.0,1,1,1,1
1799,1799,20140816,10.0,1,1,1,1
1800,1800,20140817,10.0,1,1,1,1
1801,1801,20140817,7.0,1,1,1,1
1802,1802,20140817,7.0,1,1,1,1
1803,1803,20140817,7.0,1,1,1,1
1804,1804,20140818,7.0,1,1,1,1
1805,1805,20140818,7.0,1,1,1,1
1806,1806,20140818,10.0,1,1,1,1
1807,1807,20140818,7.0,1,1,1,1
1808,1808,20140820,10.0,1,1,1,1
1809,1809,20140820,7.0,1,1,1,1
1810,1810,20140820,10.0,1,1,1,1
1811,1811,20140820,7.0,1,1,1,1
1812,1812,20140821,7.0,1,1,1,1
1813,1813,20140821,7.0,1,1,1,1
1814,1814,20140821,7.0,1,1,1,1
1815,1815,20140821,7.0,1,1,1,1
1816,1816,20140822,7.0,1,1,1,1
1817,1817,20140822,7.0,1,1,1,1
1818,1818,20140822,7.0,1,1,1,1
1819,1819,20140822,10.0,1,1,1,1
1820,1820,20140823,10.0,1,1,1,1
1821,1821,20140823,7.0,1,1,1,1
1822,1822,20140823,10.0,1,1,1,1
1823,1823,20140823,10.0,1,1,1,1
1824,1824,20140824,10.0,1,1,1,1
1825,1825,20140824,10.0,1,1,1,1
1826,1826,20140824,10.0,1,1,1,1
1827,1827,20140824,10.0,1,1,1,1
1828,1828,20140825,10.0,1,1,1,1
1829,1829,20140825,10.0,1,1,1,1
1830,1830,20140825,10.0,1,1,1,1
1831,1831,20140825,10.0,1,1,1,1
1832,1832,20140826,10.0,1,1,1,1
1833,1833,20140826,10.0,1,1,1,1
1834,1834,20140826,10.0,1,1,1,1
1835,1835,20140826,10.0,1,1,1,1
1836,1836,20140827,10.0,1,1,1,1
1837,1837,20140827,10.0,1,1,1,1
1838,1838,20140827,10.0,1,1,1,1
1839,1839,20140827,10.0,1,1,1,1
1840,1840,20140902,10.0,1,1,1,1
1841,1841,20140902,10.0,1,1,1,1
1842,1842,20140902,10.0,1,1,1,1
1843,1843,20140902,7.0,1,1,1,1
1844,1844,20140903,7.0,1,1,1,1
1845,1845,20140903,7.0,1,1,1,1
1846,1846,20140903,7.0,1,1,1,1
1847,1847,20140903,7.0,1,1,1,1
1848,1848,20140904,10.0,1,1,1,1
1849,1849,20140904,10.0,1,1,1,1
1850,1850,20140904,10.0,1,1,1,1
1851,1851,20140904,10.0,1,1,1,1
1852,1852,20140905,10.0,1,1,1,1
1853,1853,20140905,10.0,1,1,1,1
1854,1854,20140905,10.0,1,1,1,1
1855,1855,20140905,10.0,1,1,1,1
1856,1856,20140906,10.0,1,1,1,1
1857,1857,20140906,10.0,1,1,1,1
1858,1858,20140906,10.0,1,1,1,1
1859,1859,20140906,10.0,1,1,1,1
1860,1860,20140907,10.0,1,1,1,1
1861,1861,20140907,10.0,1,1,1,1
1862,1862,20140907,10.0,1,1,1,1
1863,1863,20140907,10.0,1,1,1,1
1864,1864,20140908,10.0,1,1,1,1
1865,1865,20140908,10.0,1,1,1,1
1866,1866,20140908,10.0,1,1,1,1
1867,1867,20140908,10.0,1,1,1,1
1868,1868,20140909,10.0,1,1,1,1
1869,1869,20140909,10.0,1,1,1,1
1870,1870,20140909,10.0,1,1,1,1
1871,1871,20140909,10.0,1,1,1,1
1872,1872,20140910,10.0,1,1,1,1
1873,1873,20140910,10.0,1,1,1,1
1874,1874,20140910,10.0,1,1,1,1
1875,1875,20140910,10.0,1,1,1,1
1876,1876,20140911,10.0,1,1,1,1
1877,1877,20140911,10.0,1,1,1,1
1878,1878,20140911,10.0,1,1,1,1
1879,1879,20140911,10.0,1,1,1,1
1880,1880,20140914,10.0,1,1,1,1
1881,1881,20140914,7.0,1,1,1,1
1882,1882,20140914,7.0,1,1,1,1
1883,1883,20140914,10.0,1,1,1,1
1884,1884,20140915,10.0,1,1,1,1
1885,1885,20140915,7.0,1,1,1,1
1886,1886,20140915,10.0,1,1,1,1
1887,1887,20140915,10.0,1,1,1,1
1888,1888,20140916,10.0,1,1,1,1
1889,1889,20140916,10.0,1,1,1,1
1890,1890,20140916,10.0,1,1,1,1
1891,1891,20140916,10.0,1,1,1,1
1892,1892,20140917,10.0,1,1,1,1
1893,1893,20140917,10.0,1,1,1,1
1894,1894,20140917,10.0,1,1,1,1
1895,1895,20140917,10.0,1,1,1,1
1896,1896,20140919,10.0,1,1,1,1
1897,1897,20140919,10.0,1,1,1,1
1898,1898,20140919,10.0,1,1,1,1
1899,1899,20140919,10.0,1,1,1,1
1900,1900,20140920,10.0,1,1,1,1
1901,1901,20140920,10.0,1,1,1,1
1902,1902,20140920,10.0,1,1,1,1
1903,1903,20140920,10.0,1,1,1,1
1904,1904,20140921,10.0,1,1,1,1
1905,1905,20140921,10.0,1,1,1,1
1906,1906,20140921,10.0,1,1,1,1
1907,1907,20140921,10.0,1,1,1,1
1908,1908,20140922,10.0,1,1,1,1
1909,1909,20140922,10.0,1,1,1,1
1910,1910,20140922,10.0,1,1,1,1
1911,1911,20140922,10.0,1,1,1,1
1912,1912,20140923,10.0,1,1,1,1
1913,1913,20140923,10.0,1,1,1,1
1914,1914,20140923,10.0,1,1,1,1
1915,1915,20140923,10.0,1,1,1,1
1916,1916,20140924,10.0,1,1,1,1
1917,1917,20140924,10.0,1,1,1,1
1918,1918,20140924,10.0,1,1,1,1
1919,1919,20140924,10.0,1,1,1,1
1920,1920,20140925,10.0,1,1,1,1
1921,1921,20140925,10.0,1,1,1,1
1922,1922,20140925,10.0,1,1,1,1
1923,1923,20140925,10.0,1,1,1,1
1924,1924,20140929,10.0,1,1,1,1
1925,1925,20140929,10.0,1,1,1,1
1926,1926,20140929,10.0,1,1,1,1
1927,1927,20140929,10.0,1,1,1,1
1928,1928,20140930,10.0,1,1,1,1
1929,1929,20140930,10.0,1,1,1,1
1930,1930,20140930,10.0,1,1,1,1
1931,1931,20140930,10.0,1,1,1,1
1932,1932,20141001,10.0,1,1,1,1
1933,1933,20141001,10.0,1,1,1,1
1934,1934,20141001,10.0,1,1,1,1
1935,1935,20141001,10.0,1,1,1,1
1936,1936,20141002,7.0,1,1,1,1
1937,1937,20141002,7.0,1,1,1,1
1938,1938,20141002,10.0,1,1,1,1
1939,1939,20141002,7.0,1,1,1,1
1940,1940,20141004,10.0,1,1,1,1
1941,1941,20141004,10.0,1,1,1,1
1942,1942,20141004,10.0,1,1,1,1
1943,1943,20141004,10.0,1,1,1,1
1944,1944,20141005,10.0,1,1,1,1
1945,1945,20141005,10.0,1,1,1,1
1946,1946,20141005,10.0,1,1,1,1
1947,1947,20141005,10.0,1,1,1,1
1948,1948,20141006,10.0,1,1,1,1
1949,1949,20141006,10.0,1,1,1,1
1950,1950,20141006,10.0,1,1,1,1
1951,1951,20141006,10.0,1,1,1,1
1952,1952,20141007,10.0,1,1,1,1
1953,1953,20141007,7.0,1,1,1,1
1954,1954,20141007,10.0,1,1,1,1
1955,1955,20141007,10.0,1,1,1,1
1956,1956,20141008,10.0,1,1,1,1
1957,1957,20141008,10.0,1,1,1,1
1958,1958,20141008,10.0,1,1,1,1
1959,1959,20141008,7.0,1,1,1,1
1960,1960,20141009,10.0,1,1,1,1
1961,1961,20141009,10.0,1,1,1,1
1962,1962,20141009,10.0,1,1,1,1
1963,1963,20141009,10.0,1,1,1,1
1964,1964,20141010,10.0,1,1,1,1
1965,1965,20141010,10.0,1,1,1,1
1966,1966,20141010,7.0,1,1,1,1
1967,1967,20141010,7.0,1,1,1,1
1968,1968,20141011,10.0,1,1,1,1
1969,1969,20141011,10.0,1,1,1,1
1970,1970,20141011,10.0,1,1,1,1
1971,1971,20141011,10.0,1,1,1,1
1972,1972,20141013,10.0,1,1,1,1
1973,1973,20141013,10.0,1,1,1,1
1974,1974,20141013,10.0,1,1,1,1
1975,1975,20141013,10.0,1,1,1,1
1976,1976,20141014,10.0,1,1,1,1
1977,1977,20141014,10.0,1,1,1,1
1978,1978,20141014,10.0,1,1,1,1
1979,1979,20141014,10.0,1,1,1,1
1980,1980,20141015,10.0,1,1,1,1
1981,1981,20141015,10.0,1,1,1,1
1982,1982,20141015,10.0,1,1,1,1
1983,1983,20141015,10.0,1,1,1,1
1984,1984,20141016,10.0,1,1,1,1
1985,1985,20141016,10.0,1,1,1,1
